text,label,label_confidence
"['number', 'core', 'eukaryotic', 'genes', 'present', 'assembly', 'assessed', 'cegma', 'parra', 'et', 'al', '.', '2007', 'iplant', 'discovery', 'environment', 'interface', 'httpsde.iplantcollaborative.orgde', 'gene', 'predictions', 'obtained', 'augustus', 'v.', '3.0.2', 'coprinopsis', 'cinerea', 'gene', 'models', 'stanke', 'et', 'al', '.', '2008', '.']",method,0.8766060452990057
"['1966', 'lotter', 'et', 'al', '.', 'described', 'prevalence', 'asd', 'england', '410', '000', 'children', 'aged', '810', 'years', 'lotter', '1966', '.']",background,1.0
"['paper', 'examines', 'problems', 'evolving', 'pcl', 'pictorial', 'computing', 'laboratory', 'model', 'presented', '8', '9', 'wimp', 'windows', 'icons', 'menus', 'pointers', 'environments', '17', '.']",method,0.8766060452990057
"['pulmonary', 'function', 'patients', 'severe', 'scoliosis', 'seriously', 'diminished', 'increase', 'risk', 'corrective', 'surgery', 'affect', 'patients', 'daily', 'activities', 'growth', 'development', 'appearance', '33', '.']",background,1.0
"['evidence', 'animal', 'studies', 'point', 'direction', 'demonstrating', 'vitamin', 'd', 'deficiency', 'impairs', 'insulin', 'secretion', '3233', '.']",result,0.6784
"['slow', 'phase', 'cellularization', 'network', 'shifts', 'fast', 'phase', 'rapid', 'furrow', 'ingression', 'membrane', 'addition', 'targeted', 'apicolateral', 'location', 'lecuit', 'wieschaus', '2000', '.']",background,0.7506
"['contrast', 'earlier', 'studies', 'harcourt', 'et', 'al', '.', '1981', 'kappeler', '1997a', 'data', 'included', 'stem', 'wild', 'populations', '.']",result,1.0
"['hand', 'cliqueperfect', 'graphs', 'necessarily', 'perfect', 'answering', 'question', 'formulated', '11', '.']",background,0.7255
"['lines', 'evidence', 'suggest', 'reic', 'downregulation', 'cancers', 'caused', 'promoter', 'methylation', 'ding', 'et', 'al', '.', '2009', 'yu', 'et', 'al', '.', '2009', 'veeck', 'et', 'al', '.', '2009', 'yang', 'et', 'al', '.', '2010', '.']",method,0.8766060452990057
"['laboratory', 'analysis', 'main', 'outcome', 'measures', 'antibodies', 'vaccine', 'strain', 'acalifornia72009', 'h1n1', 'seasonal', 'influenza', 'vaccine', 'strains', 'anewcaledonia', '201999', 'abrisbane592007', 'measured', 'hemagglutinationinhibition', 'hi', 'assay', 'according', 'standard', 'methods', '8', '.']",method,0.8766060452990057
"['consistent', 'previous', 'reports', 'korobova', 'et', 'al', '.', '2013', '2014', 'found', 'overexpressing', 'inf2', 'a149', 'resulted', 'significant', 'shortening', 'mitochondria', 'figure', '6ce', 'a149', '.']",result,1.0
"['fifth', 'link', 'type', 'kinocilial', 'link', 'connects', 'kinocilium', 'present', 'adjacent', 'stereocilia', 'goodyear', 'richardson', '2003', '.']",background,1.0
"['recording', 'session', 'children', 'participated', 'eeg', 'recording', 'stimulus', 'sequences', 'background', 'noise', '48', '.']",method,0.7637
"['joint', 'based', 'generators', 'use', 'twostep', 'pipeline', '414', 'applying', 'joint', 'model', 'tasks', '1922', '.']",method,0.7459
"['interpersonal', 'problems', 'crucial', 'feature', 'borderline', 'personality', 'disorder', 'underlie', 'straining', 'characteristics', 'disease', 'selfharming', 'behavior', 'affective', 'dysregulation', 'impaired', 'social', 'functioning', 'longterm', 'course', 'bpd', 'stiglmayr', 'et', 'al', '.', '2005', 'gunderson', '2007', 'zanarini', 'et', 'al', '.', '2007', 'skodol', '2008', 'gunderson', '2011', 'livesley', '2012', 'dammann', 'et', 'al', '.', '2016', '.']",background,1.0
"['building', 'basic', 'elements', 'fisherford', 'test', 'proposed', 'templeton', '1974', 'schaffer', 'et', 'al', '.', '1977', 'gibson', 'et', 'al', '.', '1979', 'wilson', '1980', 'watterson', '1982', 'waples', '1989b', 'de', 'koeyer', 'et', 'al', '.', '2001', 'goldringer', 'bataillon', '2004', 'wisser', 'et', 'al', '.', '2008', 'sandovalcastellanos', '2010', '.']",background,0.7288
"['c33i', 'auersperg', '1964', 'hela', 'puck', 'et', 'al', '.', '1958', 'caski', 'patillo', '1977', 'siha', 'friedl', 'et', 'al', '.', '1979', 'cells', 'grown', 'dulbeccos', 'modified', 'eagles', 'dme', 'medium', 'supplemented', '10', 'foetal', 'calf', 'serum', '.']",method,0.8766060452990057
"['speciesmeans', 'treated', 'analytically', 'measurement', 'error', 'careau', 'et', 'al', '.', '2008', 'researchers', 'demonstrated', 'individual', 'differences', 'baseline', 'metabolic', 'rate', 'persist', 'lifetime', 'individuals', 'nespolo', 'franco', '2007', 'burton', 'et', 'al', '.', '2011', 'white', 'et', 'al', '.', '2013', '.']",background,1.0
"['1', 'sds', '1', 'triton', 'x100', 'processed', 'western', 'blot', 'analysis', 'described', 'previously', '21', '.']",background,0.7552
"['approach', 'minimize', 'contribution', 'individual', 'patient', 'sample', 'set', 'significantly', 'altered', 'genes', '51', '.']",method,1.0
"[' ', '1995', 'vitro', 'fellous', 'sejnowski', '2000', 'spike', 'timing', 'reliably', 'shifts', 'forward', 'ucycle', 'phase', 'spatial', 'behavior', 'animals', 'okeefe', 'recce', '1993', '.']",background,0.7531
"['studies', 'included', 'performed', 'european', '6', '7', '9', '12', 'asian', 'population', 'samples', '8', '10', '11', '.']",background,0.7356
"['minimize', 'potential', 'bias', 'cohort', 'differences', 'bmi', 'reynolds', ' ', 'himes', '2007', 'respondents', 'single', 'cohort', '19311941', 'birth', 'years', 'analyzed', '.']",method,0.8766060452990057
"['gfap', 'found', 'white', 'gray', 'matter', 'cns', 'considered', 'brain', 'specific', 'missler', 'et', 'al', '.', '1999', '.']",background,1.0
"['adhib', 'expression', 'untreated', 'basal', 'conditions', 'adhib', 'haplotypes', 'following', 'exposure', '1.5', 'mg', 'ml', '1', 'concentration', '36', 'mm', 'consistent', 'low', 'concentration', 'etoh', 'effects', 'observed', 'cell', 'types', 'chen', 'et', 'al', '.', '1993', 'dsouza', 'et', 'al', '.', '1994', 'de', 'vito', 'et', 'al', '.', '2000', 'nakatani', 'et', 'al', '.', '2002', '.']",method,0.8766060452990057
"['results', 'confirmed', 'study', 'statistical', 'modelling', 'estimate', 'potential', 'effects', 'usual', 'nutrient', 'intakes', 'dutch', 'consumers', 'choose', 'foods', 'comply', 'choices', 'criteria', '59', '.']",result,0.8766060452990057
"['atrx', 'mutation', 'glioma', 'primarily', 'seen', 'adolescents', 'young', 'adults', 'ages', '10', '30', 'years', '1', '.']",background,1.0
"['bbs4', 'binds', 'pcm1', 'acts', 'centriolar', 'satellites', 'protein', 'recruitment', 'microtubule', 'organization', '20', '.']",background,1.0
"['interestingly', 'evidence', 'nadph', 'oxidase', 'andor', 'ros', 'act', 'upstream', 'tuberin', 'mtorc1', '344041', 'suggesting', 'ros', 'generated', 'bymtorinduced', 'nox4', 'target', 'tuberin', 'feedback', 'loop', '.']",background,1.0
"['mck', 'mutants', 'resulted', 'lowlevel', 'viremia', 'poor', 'dissemination', 'salivary', 'glands', 'reduced', 'mcmvassociated', 'inflammation', 'livers', 'fleming', 'et', 'al', '.', '1999', 'saederup', 'et', 'al', '.', '1999', '.']",background,1.0
"['tonsl', 'brca1', 'participate', 'repair', 'stalled', 'replication', 'forks', 'duro', 'et', 'al', '.', '2010', 'oconnell', 'et', 'al', '.', '2010', 'odonnell', 'et', 'al', '.', '2010', 'piwko', 'et', 'al', '.', '2010', 'pathania', '\n', '1962', 'genes', ' ', 'development', '\n', 'hill', 'et', 'al', '.', '\n', 'et', 'al', '.', '2011', 'schlacher', 'et', 'al', '.', '2012', 'asked', 'brca1tonsl', 'complex']",background,1.0
"['identify', 'cell', 'types', 'fcm', 'target', 'molecules', 'lineagespecific', 'antibodies', 'ideally', '1', 'present', 'cells', 'lineage', '2', 'uniquely', 'expressed', 'lineage', '3', 'known', 'function', '.']",background,0.7655
"['statistics', '\n ', 'gtests', 'interdependence', 'sokal', 'rohlf', '1981', 'compare', 'overall', 'activity', 'locomotor', 'posture', 'supportuse', 'profiles', 'doran', '1992', '1993', 'mcgraw', '1996', '1998a', 'b', 'dunham', 'mcgraw', '2014', '.']",method,0.8766060452990057
"['females', 'perform', 'phonotaxis', 'courtship', 'solicitation', 'displays', 'males', 'respond', 'social', 'signals', 'evoked', 'calling', 'timing', 'females', 'generally', 'found', 'discriminating', 'sex', 'brenowitz', '1982', 'searcy', 'brenowitz', '1988', 'bernal', 'et', 'al', '.', '2007', 'danner', 'et', 'al', '.', '2011', '.']",background,1.0
"['spontaneous', 'remission', 'defined', 'remission', 'occurring', 'absence', 'corticosteroid', 'therapy', 'disappearance', 'pancreatic', 'swelling', 'visualized', 'ct', 'andor', 'resolution', 'diffuse', 'narrowing', 'main', 'pancreatic', 'duct', 'visualized', 'endoscopic', 'retrograde', 'cholangiopancreatography', 'ercp', 'prior', 'commencement', 'steroid', 'therapy', 'previously', 'described', '12', '.']",method,0.8766060452990057
"['1b', 'left', 'panel', 'previously', 'described', 'detail', 'e.g.', 'rouiller', 'et', 'al', '.', '1998', 'liu', 'rouiller', '1999', 'schmidlin', 'et', 'al', '.', '2004', 'freund', 'et', 'al', '.', '2006', '\n', '2009', 'kaeser', 'et', 'al', '.', '2010', '2011', 'briefly', 'tests', 'performed', 'perspex', 'board', '10', 'cm', '9', '20', 'cm', 'containing', '50', 'randomly', 'distributed', 'slots', 'filled']",method,0.7573
"['augment', 'uds', 'result', 'running', 'sdc', 'ptb', 'dependencies', 'ccgbank', 'hockenmaier', 'steedman', '2007', 'includes', 'lexicalized', 'dependencies', 'derived', 'gold', 'ptb', 'traces', '.']",background,0.7511
"['approximately', '45', 'predicted', 'proteome', 'leptospirillum', 'group', 'ii', 'numerically', 'dominant', 'organism', 'floating', 'amd', 'biofilms', 'tyson', 'et', 'al', '.', '2004', 'denef', 'et', 'al', '.', '2010b', 'identified', '.']",background,1.0
"['webster', 'et', 'al', '.', '1999', 'subtropical', 'indian', 'ocean', 'e.g.', 'behera', 'yamagata', '2001', 'reason', '2002', 'links', 'sst', 'anomalies', 'eastern', 'indian', 'ocean', 'regional', 'rainfall', 'nicholls', '1989', 'frederiksen', 'balgovind', '1994', 'england', 'et', 'al', '.', '2006', 'ummenhofer', 'et', 'al', '.', '2008c', '.']",background,1.0
"['ameliorated', 'ventricular', 'hypertrophy', 'fibrosis', 'rabbit', 'myocardial', 'infarction', 'model', 'heart', 'failure', '18', '.']",background,1.0
"['mtdna', 'nry', 'variation', 'brazilian', 'admixed', 'populations', 'mined', 'literature', 'afrobrazilian', 'mtdna', '3436', 'n', ' ', '277', 'nry', '123435', 'n', ' ', '380', 'white', 'brazilian', 'mtdna', '1112', 'n', ' ', '247', 'nry', '12', 'n', ' ', '180', 'mtdna', 'nry', 'n', ' ', '245132', 'general', 'population', 'cuba', '37', '.']",method,0.8766060452990057
"['assessments', 'based', 'recently', 'revised', 'ados', 'algorithms', 'gotham', 'et', 'al', '.', '2007', 'include', 'domains', 'social', 'affect', 'restrictedrepetitive', 'behaviors', '.']",method,0.8766060452990057
"['cysteinemaleimide', 'linkages', 'instable', 'circulatory', 'system', 'maleimidelinker', 'reaction', 'exchanged', 'active', 'thiol', 'group', 'cysteine', 'human', 'serum', 'resulting', 'premature', 'release', 'toxins', 'internalization', '7', '.']",background,1.0
"['sepsis', 'defined', 'according', 'new', 'consensus', 'european', 'society', 'intensive', 'care', 'medicine', 'society', 'critical', 'caremedicine', 'published', 'february', '2016', 'diagnosis', 'based', 'combination', 'infection', 'sofa', 'score', ' ', '2', 'points', '2', '.']",method,0.8766060452990057
"['reduced', 'clearance', 'capacity', 'triglyceriderich', 'particles', 'plasma', 'result', 'reduced', 'efficiency', 'endovascular', 'lipolysis', 'reduced', 'levels', 'lipoprotein', 'lipase', '10', '14', 'abnormal', 'lipoprotein', 'particles', '15', 'elevated', 'levels', 'apociii', '1618', '.']",background,1.0
"['participants', 'spoke', 'languages', 'including', 'spanish', 'belalcazarbolanos', 'et', 'al', '.', '2013a', 'b', 'orozcoarroyave', 'et', 'al', '.', '2013a', 'b', '2014a', 'b', '2015b', '2016', 'naranjo', 'et', 'al', '.', '2016', 'vasquezcorrea', 'et', 'al', '.', '2015', 'villacanas', 'et', 'al', '.', '2014', 'english', 'arora', 'et', 'al', '.', '2015', 'astrom', 'koker', '2011', 'bakar', 'et', 'al', '.', '2012']",background,1.0
"[' ', '2010', 'leading', 'contamination', 'surface', 'waters', 'seawaters', 'groundwater', 'cases', 'drinking', 'waters', 'salgado', 'et', 'al', '.', '2012', 'pereira', 'et', 'al', '.', '2015', 'de', 'jesus', 'gaffney', 'et', 'al', '.', '2015', 'lolić', 'et', 'al', '.', '2015', '.']",background,1.0
"['results', 'complementary', 'findings', 'e.g.', 'ullmann', 'et', 'al', '.', '1985', 'bowie', 'ward', '2004', 'scalon', 'wright', '2015', 'scalon', 'et', 'al', '.', '2016a', 'confirm', 'mistletoe', 'stomatal', 'behaviour', 'responding', 'environmental', 'influences', '.']",result,0.8766060452990057
"['enteroglucagon', 'produced', 'small', 'intestine', 'role', 'supported', 'evidence', 'chronic', 'administration', 'increase', 'jejunal', 'absorption', 'sugars', 'amino', 'acids', 'rats', '81', '.']",background,1.0
"['1988', '42', 'manual', 'm', 'postop', 'xray', '25', '92', 'tillett', 'et', 'al', '.', '1988', '42', 'manual', 'm', 'postop', 'xray', '25', '92', 'tillett', 'et', 'al', '.', '1988', '42', 'manual', 'em', 'postop', 'xray', '25', '80', 'tillett', 'et', 'al', '.', '1988', '42', 'manual', 'em', 'postop', 'xray', '25', '80', 'decking', 'et', 'al', '.', '2005', '13', 'manual', 'postop', 'xray', '25', '36', 'decking', 'et', 'al', '.', '2005', '13', 'manual', 'postop']",background,0.7449
"['secondary', 'decrease', 'mglur', 'protein', 'persists', 'adulthood', 'causes', 'altered', 'synaptic', 'learning', 'rules', 'attention', 'behavior', 'counotte', 'et', 'al', '.', '2011a', 'goriounova', 'mansvelder', '2012b', '.']",background,0.7308
"['specific', 'contribution', 'advance', 'far', 'anecdotesbased', 'debate', 'skin', 'whitening', 'products', 'perpetuate', 'sociocultural', 'biases', 'lead', 'exploitation', 'vulnerable', 'women', 'karnani', '2007', 'hammond', 'prahalad', '2004', '.']",background,1.0
"['similar', 'results', 'reported', 'species', 'atlantic', 'salmon', 'salmo', 'salar', 'bell', 'et', 'al', '.', '1993', 'ruyter', 'et', 'al', '.', '2006', 'brown', 'trout', 'salmo', 'trutta', 'tocher', 'et', 'al', '.']",result,0.8766060452990057
"['common', 'skeletal', 'defects', 'scoliosis', 'fusion', 'vertebrae', 'spina', 'bifida', 'occulta', 'absence', 'fifth', 'finger', 'supernumerary', 'digits', '14581112', '.']",background,1.0
"['figure', 'constructed', 'based', 'previous', 'reports', 'choi', 'et', 'al', '2011', 'beuschlein', 'et', 'al', '.', '2013', 'seidel', 'scholl', '2016', '.', '\n', 'acteristics', 'including', 'male', 'dominance', 'increased', 'plasma', 'aldosterone', 'concentration', 'lower', 'potassium', 'concentration', 'compared', 'cases', 'mutations', 'beuschlein', 'et']",background,0.6364
"['plasmidencoded', 'mar', 'c.', 'necator', 'jmp134', 'extensively', 'studied', 'kasberg', 'et', 'al', '.', '1995', 'muller', 'et', 'al', '.', '1996', 'seibert', 'et', 'al', '.', '1993', 'vollmer', 'et', 'al', '.', '1993', '.']",background,1.0
"['defects', 'vascular', 'patterning', 'cvp2', 'cvl1cvp2', 'mutants', 'seen', 'preprocambium', 'procambium', 'indicating', 'cvp2', 'cvl1', 'play', 'role', 'proper', 'preprocambium', 'formation', 'carland', 'et', 'al', '.', '1999', 'carland', 'nelson', '2004', '.']",background,1.0
"['autoreceptor', 'function', 'shown', 'increase', 'cholinergic', 'tone', 'impair', 'striatal', 'ltd', 'wess', 'et', 'al', '.', '2007', 'bonsi', 'et', 'al', '.', '2008', '.']",background,1.0
"['possible', 'results', 'present', 'study', 'differ', 'todd', 'et', 'al', '.', '2004', 'differences', 'sparseness', 'surface', 'curves', 'studies', '.']",result,1.0
"['individuals', 'aged', '12', 'years', 'older', 'met', 'criteria', 'diagnosis', 'based', 'american', 'college', 'rheumatology', 'acr', 'criteria', '11', '12', 'ability', 'understanding', 'interview', 'recruited', '.']",method,0.8766060452990057
"['germany', '\n', 'm.', 'a.', 'rieger', 'department', 'occupational', 'medicine', 'environmental', 'health', 'institute', 'general', 'practice', 'family', 'medicine', 'university', 'wittenherdecke', 'witten', 'germany', '\n', 'context', 'cooper', 'et', 'al', '.', '1994', 'coggon', 'et', 'al', '.', '2000', 'sandmark', 'et', 'al', '.', '2000', 'seidler', 'et', 'al', '.', '2008', 'klussmann', 'et', 'al', '.', '2010', '.']",background,1.0
"['determine', 'role', 'endogenous', 'serotonin', 'signaling', 'paecinduced', 'myoendothelialdependent', 'differentiation', 'pasmcs', 'spraguedawley', 'rat', 'proximal', 'paecs', 'pasmcs', 'cultured', 'monocultured', 'cocultured', 'opposite', 'sides', 'porous', 'transwell', 'membrane', 'touch', 'coculture', 'paecs', 'cultured', 'sixwell', 'plate', 'pasmcs', 'transwell', 'membrane', 'notouch', 'coculture', 'previously', 'described', '21', '.']",method,0.6067
"['reliability', 'reliability', 'estimated', 'aspects', 'internal', 'consistency', 'value', 'cronbachs', 'α', 'total', 'score', 'airc', 'scale', 'testretest', 'reliability', 'calculating', 'intraclass', 'correlation', 'coefficient', 'icc', 'absolute', 'agreement', 'tests.3132', 'cronbachs', 'α', '.']",method,0.7461
"['contrast', 'steam', 'pretreatment', 'organosolv', 'pretreatment', 'results', 'solubilisation', 'lignin', 'subsequently', 'precipitated', 'highly', 'functional', 'enriched', 'fraction', 'low', 'carbohydrate', 'contamination', 'pan', 'et', 'al', '.', '2006a', '.']",background,1.0
"['ro91', 'contains', 'translational', 'fusion', 'harbors', 'turnover', 'element', 'susceptible', 'proteolysis', 'genotype', 'mc4100', 'œªrz5rpos742laczhybr', 'muffler', 'et', 'al', '.', '1996', '.']",method,0.8766060452990057
"['plans', 'unlock', 'subglacial', 'lakes', 'exist', ' ', 'siegert', 'et', 'al', '.', ' ', '2004', 'inman', '2005', 'siegert', 'et', 'al', '.', ' ', '2007', 'schiermeier', ' ', '2008', 'woodward', 'et', 'al', '.', ' ', '2009', 'valuable', 'knowledge', 'available', 'soon', 'direct', 'samples', 'subglacial', 'water', 'sediments', 'taken', '.']",background,0.617
"['classification', '14', 'type', '1short', 'lateral', 'lamella', '13', 'mm', 'depth', 'type', 'ii', 'moderate', 'lateral', 'lamella', '47', 'mm']",background,1.0
"['seedling', 'growth', 'low', 'temperatures', 'qltg31', 'ltg1', 'tolerance', 'low', 'temperatures', 'fertilization', 'stage', 'cold', 'tolerance', 'booting', 'stage', 'nonoue', 'et', 'al', '.', '2008wu', 'et', 'al', '.', '2013', 'fujino', 'et', 'al', '.', '2013', 'hori', 'et', 'al', '.', '2013', 'shinada', 'et', 'al', '.', '2013', '2014', 'naranjo', 'et', 'al', '.', '2014', 'lu', 'et', 'al', '.', '2014', '.']",background,1.0
"['case', 'analysis', 'assumption', 'molecular', 'clock', 'tree', 'natural', 'root', 'node', 'restrictions', 'distances', 'root', 'tips', 'equal', 'felsenstein', '1981', '.']",background,0.7596
"['evaluate', 'performance', 'approach', 'public', 'datasets', 'utkinectaction', 'xia', 'et', 'al', '.', '2012', 'msraction3d', 'li', 'et', 'al', '.', '2010', 'florence3daction', 'seidenari', 'et', 'al', '.', '2013', '.']",method,0.8766060452990057
"['second', 'subpopulation', '2', '10', 'total', 'muscle', 'sp', 'bloodderived', 'expresses', 'immune', 'marker', 'cd45', '1921', '.']",background,1.0
"['results', 'similar', 'nilsson', 'et', 'al', '.', '1994', 'suggested', 'abundance', 'species', 'richness', 'dytiscidae', 'correlated', 'complexity', 'vegetation', 'shore', 'slope', 'number', 'swedish', 'lakes', '.']",result,0.8766060452990057
"['konofagou', '2014', 'choi', 'et', 'al', '.', '2010b', 'chemotherapy', 'agents', 'aryal', 'et', 'al', '.', '2013', 'treat', 'et', 'al', '.', '2007', 'treat', 'et', 'al', '.', '2012', 'yang', 'et', 'al', '.', '2012', 'antibodies', 'kinoshita', 'et', 'al', '.', '2006', 'magnetic', 'nanoparticles', 'fan', 'et', 'al', '.', '2013', 'gene', 'therapy', 'vectors', 'alonso', 'et', 'al', '.', '2013', 'stem', 'cells', 'burgess', 'et', 'al', '.', '2011', 'etc', '.']",background,0.6824
"['cortical', 'organization', 'documented', 'human', 'cerebrum', 'particularly', 'perisylvian', 'speechlanguage', 'regions', 'leftward', 'lemay', '1976', '1999', 'galaburda', 'et', 'al', '.', '1978', 'hepper', 'et', 'al', '.', '1991', 'foundas', 'et', 'al', '.', '1995', 'shapleske', 'et', 'al', '.', '1999', 'naidich', 'et', 'al', '.', '2001', 'knaus', 'et', 'al', '.', '2006', 'hamilton', 'et', 'al', '.', '2007', '.']",background,1.0
"['selected', 'test', 'set', 'contains', '29', 'smallscale', 'equalityconstrained', 'optimization', 'problems', 'colson', '1', 'numerical', 'tests', 'results', 'compared', 'obtained', 'software', 'cdfo', 'reference', 'derivativefree', 'adaptation', 'filtersqp', 'method', 'originally', 'proposed', 'fletcher', 'leyffer', '10', 'obtained', 'software', 'cobyla', 'powell', '25', 'trustregion', 'method', 'constrained', 'problems', 'models', 'objective', 'constraint', 'functions', 'linear', 'interpolation', '.']",method,0.8766060452990057
"['williams', 'et', 'al', '.', '2008', 'reported', 'evidence', 'convergent', 'validity', 'diagnoses', 'structured', 'clinical', 'interview', 'dsmiv', 'et', 'al', '.', '1996', '.']",background,1.0
"['identifying', 'cul2', 'stat', 'regulatory', 'circuit', 'provides', 'mechanistic', 'insight', 'optimal', 'number', 'border', 'cells', 'specified', 'starzgaiano', 'et', 'al', '.', '2008', 'yoon', 'et', 'al', '.', '2011monahan', 'starzgaiano', '2013', '.']",background,0.7398
"['ergms', 'particularly', 'useful', 'testing', 'hypotheses', 'network', 'relations', 'started', 'applied', 'widely', 'public', 'health', '27', '.']",background,1.0
"['results', 'intriguing', 'run', 'counter', 'previous', 'reports', '\n', 'influence', 'hrt', 'response', 'ssris', 'depression', 'schneider', 'et', 'al', '.', '1997', 'amsterdam', 'et', 'al', '.', '1999', '.']",result,1.0
"['problem', 'factor', 'ebci', 'previously', 'shown', '\n', 'demonstrate', 'high', 'reliability', 'current', 'sample', 'ages', '2', '4', 'range', 'α0.84', '0.94', 'dishion', 'et', 'al', '.', '2008', '.']",result,0.7651
"['understand', 'logic', 'ubiquities', 'services', 'competitive', 'market', 'environments', 'subscribe', 'layered', 'modular', 'architecture', '57', 'theoretical', 'analytical', 'lens', 'unpack', 'constituents', 'competitive', 'dimensions', 'platformdriven', 'ubiquitous', 'systems', '.']",background,0.7766
"['furthermore', 'adjustment', 'k', 'current', 'resulted', 'linear', 'depolarization', '\n', 'spike', 'threshold', 'commonly', 'observed', 'feature', 'dcurrent', 'bekkers', 'delaney', '2001', 'dodson', 'et', 'al', '.', '2002', 'shen', 'et', 'al', '.', '2004', 'guan', 'et', 'al', '.', '2007', 'shu', 'et', 'al', '.', '2007a', '.']",background,0.7326
"['phosphorylated', 'forms', '4ebp1', 'designated', '  ', ' ', 'separated', 'sdspage', 'electrophoresis', 'quantitated', 'protein', 'immunoblot', 'analysis', 'described', 'previously', '27', '45', '46', '.']",method,0.8766060452990057
"['computational', 'analysis', 'robetta', 'alanine', 'scanning', '25', 'kfc2', '26', 'servers', 'predicted', 'position', 'hotspots', 'indicating', 'binding', 'focused', 'y33', 'r35', 'e93', '.']",method,0.752
"['spectra', 'water', 'o2', 'dimer', 'included', 'doas', 'fit', 'previous', 'retrievals', 'found', '15', 'inclusion', 'unnecessary', 'boersma', 'et', 'al', '.', '2007', 'bucsela', 'et', 'al', '.', '2006', '.']",background,1.0
"['similar', 'results', 'reported', 'phaseolus', 'vulgaris', 'plants', 'exposed', 'nonfiltered', 'air', 'supplied', '80', 'ppb', 'o3', '59', '.']",result,0.8766060452990057
"['approach', 'threestep', 'search', 'tss1', 'twodimensional', 'logarithm', 'search', 'tdl2', 'new', 'threestep', 'search', 'n3ss3', 'efficient', 'threestep', 'search', 'e3ss4', 'cross', 'search', 'cs5', 'employ', 'coarsetofine', 'searching', 'reduce', 'number', 'search', 'points', '.']",background,1.0
"[' ', '2013', 'tucker', '2012', 'interactive', 'technologies', 'materials', 'textbooks', 'handouts', 'mentioned', 'mclaughlin', 'et', 'al', '.', '2014', 'prober', ' ', 'khan', '2013', 'strayer', '2012', '.']",background,1.0
"['grassland', 'systems', 'grazing', 'intensity', 'alter', 'composition', 'structure', 'vegetation', 'associated', 'prey', 'base', 'arthropods', 'grasslandnesting', 'birds', 'fondell', 'ball', '2004', 'sutter', 'ritchison', '2005', 'little', 'et', 'al', '.', '2013', '.']",background,1.0
"['nuclear', 'localization', 'fanca', 'critical', 'function', 'appears', 'regulated', 'tertiary', 'conformation', 'cterminus182739', 'hsp90', 'regulates', 'transmembrane', 'trafficking', 'client', 'proteins.2', 'studied', 'effect', '17aag', 'subcellular', 'localization', 'fanca', '.']",background,1.0
"['p35srps4', 'gfp', 'paba2aba2', 'cassettes', 'transferred', 'phpt', 'binary', 'vector', 'tzfira', 'et', 'al', '.', '2005', 'pmdc123', 'curtis', 'grossniklaus', '2003', 'lr', 'clonase', 'invitrogen', 'respectively', '.']",method,0.8766060452990057
"['biological', 'hydrogen', 'production', 'anaerobic', 'fermentation', 'renewable', 'sustainable', 'energy', 'efficient', 'jung', 'et', 'al', '.', '2011', 'xia', 'et', 'al', '.', '2015a', '.']",background,1.0
"['donovaniinfected', 'wt', 'balbc', 'mice', 'initially', 'express', 'il4', 'mrna', 'parasitized', 'liver', 'andor', 'spleen', '28', '30', '34', '.']",background,1.0
"['strength', 'screen', 'charge', 'study', 'interaction', 'toxin', 'blockers', 'ca21activated', 'k1', 'kca', 'channels', 'mackinnon', 'miller', '1988', 'anderson', 'et', 'al', '.', '1988', 'lucchesi', 'moczydlowski', '1991', 'giangiacomo', 'et', 'al', '.', '1992', 'block', 'induced', 'tetrodotoxin', 'saxitoxin', 'na1', 'channels']",background,0.6037
"['baseline', 'evaluation', 'study', 'underwent', 'neurological', 'assessment', 'isncsci', '6', 'autonomic', 'screening', 'international', 'standards', 'document', 'remaining', 'autonomic', 'function', 'spinal', 'cord', 'injury', 'isafsci', '7', '.']",method,1.0
"['shi', 'liu', '2000', 'built', 'kind', 'gband', 'model', 'random', 'line', 'object', 'based', 'stoma', 'process', '.']",background,0.7566
"['example', 'recently', 'demonstrated', 'strains', 'sufficient', 'drive', 'major', 'changes', 'gastrointestinal', 'host', 'mouse', 'metabolic', 'profiles', '1012', 'microbial', 'cells', '4500', 'species', 'coexist', 'marcobal', 'et', 'al', '.', '2013', '.']",background,1.0
"['previous', 'work', 'found', 'pharmacological', 'inhibition', 'pkc', 'reduces', 'high', 'basal', 'glucose', 'uptake', 'muscle', 'adipose', 'cells', 'overexpressing', 'ped', 'rescues', 'insulin', 'effect', 'glucose', 'uptake', '1', '.']",background,0.7387
"['disease', 'stage', 'classified', 'according', 'international', 'neuroblastoma', 'staging', 'system.15', 'survival', 'time', 'defined', 'number', 'years', 'diagnosis', 'death', 'cause', 'children', 'alive', 'followup', 'number', 'years', 'diagnosis', 'followup', '.']",method,0.8766060452990057
"['cold', 'spring', 'harbor', 'laboratory', 'press', 'rna', 'society', '721', '\n', 'vivo', 'uv', 'crosslinking', 'promote', 'formation', 'covalent', 'bonds', 'proteins', 'pashev', 'et', 'al', '.', '1991', 'suchanek', 'et', 'al', '.', '2005', 'offers', 'approach', 'freeze', 'directly', 'binding', 'rbps', 'rnas', 'vivo', 'subsequent']",background,1.0
