string,label,label_confidence,length
"Interestingly, CLN5 is capable of utilizing MPR-independent pathway(s) to reach the lysosomes in the absence of MPRs [12].",background,1.0,Short
Protein phosphorylation was analyzed by flow cytometry as described in detail previously [12-14].,method,1.0,Short
"The left hand was used so the results could be compared with previous studies (Burnett et al. 2000; Christou et al. 2003, 2007; Laidlaw et al. 2000).",method,,Short
"Hence, the high sensitivity of RNA and its easy degradation are consequently highly affected by the extraction procedure utilized (Schroeder et al. 2006).",method,0.757,Short
"With “Ayur” meaning life and “veda” meaning knowledge or science, Ayurveda is centered on health principles (Patwardhan and Mashelkar, 2009).",background,1.0,Short
"comparable to that in a recent study conducted in the mainland China [16], which has population health characteristics comparable to those in Taiwan.",result,0.7312000000000001,Short
"[30] focus on returning the fragments rooted at SLCA nodes, and propose an XML keyword search engine XSeek.",background,0.7198,Short
3D organotypic culture was performed as described previously (Wescott et al. 2009).,background,0.6636000000000001,Short
"Because BOOP is generally a noninfective infiltrative lung disease, anti-infective agents are not routinely part of the treatment regimen.(3,5,17,72)",background,1.0,Short
Our findings also confirm results from much less extensive studies in the European brown bear (Hissa et al. 1998) and the grizzly bear (Gardi et al. 2011).,result,,Short
"FAF changes in early age-related maculopathy (ARM) and in atrophic ARMD [7, 10].",background,1.0,Short
"10 Note, Filippini and Hunt (2012) utilize the Mundlak’s modification to the Pitt and Lee (1981) model instead.",method,,Short
"Potassium (Kþ) channels have the greatest amount of diversity among ion channels in the plasma membrane, which are encoded by over 75 distinct genes [2].",background,1.0,Short
"We establish consistency in the well specified case by generalising the arguments of Sriperumbudur et al., 2017 to the vector-valued RKHS.",method,0.6032000000000001,Short
Anemone survival is crucial for the survival of the fish (Mariscal 1970; Elliott et al. 1995; Buston 2003a).,background,1.0,Short
"However, a previous discussion of time-resolved FTIR data (Dioumaev and Braiman, 1997a) argued that a similar transition with t .",result,0.7213,Short
"An option is ‘targeted surveillance’ of patients with severe underlying disease or risk factors for ESBL-E carriage at admission [17,18].",background,0.7307,Short
"phospholipid degradation following tissue damage such as an ischemic brain insult (Horrocks et al., 1981).",background,1.0,Short
"Our water chemistry results are consistent with results published by Basterrechea (1988a) for Lakes SalpeteÃÅn,
 YaxhaÃÅ, Atescatempa, and Ayarza.",result,,Short
"These results are inconsistent with those of previous studies, which generally suggest that leptin is associated with sympathetic activation [11].",result,,Short
polycystic lesions showing extensive growth in the extracerebral CSF spaces and secondary invagination of the brain [13].,background,1.0,Short
"The 47 pixels whose NDVI values were greater than 0 and less than 0.2 were seen as non-vegetation pixels (Tsai et al., 2007; Noujdina and Ustin, 2008).",background,1.0,Short
Our algorithm extends the work [25] which addresses the traditional semi-supervised learning problem where labeled data is from a single source.,background,0.7387,Short
"5 (Duarte et al., 2004; Hamada et al., 1999; Hrabe de Angelis et al., 1997; Xue et al., 1999).",background,0.6025,Short
"By Perron’s theorem [27], the eigenvalue 1 is of multiplicity 1 and is the unique eigenvalue with maximum magnitude.",background,0.7458,Short
"Greater scapular upward rotation was demonstrated in rotator cuff dysfunction [14, 40, 41] and anterior glenohumeral joint tightness [13].",background,0.7268,Short
"The thromboembolic complication was the first symptom of HIT preceding a subsequent platelet-count decrease in four patients [22, 25, 36].",background,1.0,Short
"unstructured in HSPB6 and predicted to have similar properties in HSPB1 (18), that is essential for this preferred association.",background,0.7575000000000001,Short
Cyclin D1 protein is overexpressed in more than 50% of human BCs [28] and has been frequently detected early in breast pre-neoplasias [29].,background,1.0,Short
"The MEK inhibitor PD98059, prevented AR induced by LPC (de Lamirande and Gagnon, 2002) but not by A23187 and zona pellucida (du Plessis et al., 2002).",background,0.7638,Short
GST-fusion proteins comprising the C-terminus of wild-type and mutant SERTs were used for pull-down experiments carried out with SEC24C and SEC24D.,method,,Short
"mutant embryos (Deng et al., 1994; Yamaguchi et al., 1994; Sun et al., 1999; Guo and Li, 2007).",background,1.0,Short
"Metal concentrations were measured using an ELAN® 6000 ICP-MS (Perkin-Elmer, SCIEX, USA) (Maher et al. 2001).",method,,Short
[35] To document in-depth the effects that cognitive impairment has on women’s personal and professional lives.,background,0.7231000000000001,Short
"Group II anti-cryptococcal mAbs have been shown to enhance the function of effector cells (29, 44, 55) which likely have a primary role in host defense (56).",background,0.7276,Short
"For the MEC study, data for the three SNPs presented in this study were extracted from the GWA scan data generated using Illumina 660W.",method,,Short
found that about 74 % had no regrets about treatment choice although about half reported difficulty and distress in making the decision [4].,background,1.0,Short
functions as a molecular switch that both controls the duration of the NF-nB transcriptional response (20).,background,1.0,Short
"On the whole, we had better results than Winslow and Brunt [31], perhaps because all the operations were performed by a single surgeon in our series.",result,,Short
"32 We note that our use of the term ‘blatant’ refers to the type (and not extent) of dehumanization perceptions (see also Kteily et al., 2015).",background,0.7385,Short
"Given the tree and the MSA, the Rate4Site algorithm (16) is used to calculate positionspecific evolutionary rates under an empirical Bayesian methodology (17).",background,0.7490000000000001,Short
"For PLP-based features, we used mixtures of 128 for baseline, SWCE and Multi-peak and mixture of 64 Gaussians for the Thomson_1 and Thomson_2 systems.",method,,Short
"Sixteen other subjects took part in studies of lower intensity but more prolonged exercise comprising 45 min at 70% _ VO2peak then to fatigue at 90% _ VO2peak [3, 4].",background,0.7551,Short
This was surprising since sLex bearing LGALS3BP has been shown to be involved in the rolling of the ZR-75-1 breast cancer cell line on endothelial cells (8).,background,1.0,Short
"But from the experimental results in Wang et al. [2014], we find that R1MP outperforms these algorithms.",method,1.0,Short
"Here we analyse the sustainability of the initiative over a 32-month period of operations, using a modified version of a framework developed by Sarriot et al. (2004a).",method,0.7594000000000001,Short
"On the other hand, there were reports showing that chewing rate and eating behavior did not differ between people with high and normal BMI [64, 65].",background,1.0,Short
"Modelled HO2 concentrations were generally found to agree with observations (Mao et al., 2009).",background,1.0,Short
"Recent studies found that dynein which was involved in neuronal migration may play an important role in the function of BDNF (Tsai et al., 2007; Zhou et al., 2012).",result,,Short
", 1993), and the nuclear mitotic apparatus (NuMA) proteins (Lydersen and Pettijohn, 1980; Compton et al., 1992; Yang and Snyder, 1992).",background,1.0,Short
This protein was essential for the maintenance of the kDNA during cell division (12).,background,1.0,Short
Periodic boundary conditions were applied and electrostatic interactions were treated using the smooth particle mesh Ewald method [41] with a grid spacing of 1 Å.,method,,Short
The same 24 color pictures of Barbary macaques used in Pascalis et al. (2005) were used in this experiment to create 12 pairings (6 easy and 6 hard pairings).,method,1.0,Short
"They have been identified as one of the major threats to the maintenance of biodiversity and ecosystem functioning (Ruiz et al., 1997; Mack et al., 2000).",background,1.0,Short
Total IgA fractions from all sera were purified as previously described [13] and used in experiments at a concentration of 1 μg/ml.,method,0.7754000000000001,Short
This antibody has been shown to detect a protein of 70 kDa when wild-type ChAT was expressed in COS cells (Ohno et al. 2001).,method,,Short
"In this review article, we first briefly explain the steps of a well-performed SR/MA [1] and then apply them to the topic of VUR.",method,,Short
The optimal multiuser receiver developed in [32][31] is based on the maximum likelihood sequence detection criteria.,method,,Short
"Anemone size reflects the size of the territory (Buston 2003a), and territory size could influence the fitness of breeders (Booth 1995; Beukers and Jones 1997).",background,1.0,Short
"However, it does not significantly affect the kinetic stabilities and dynamics of both topologies on the s time scale of the simulations (60).",background,1.0,Short
"SIFT, RANSAC and Homography are well known algorithms and interested readers can refer to [110] and [111].",background,1.0,Short
Shelf dataset: We use a full body model with 14 parts in this case as described in the original paper [4].,method,,Short
"As such, the analysis of aDNA has been greatly enabled by NGS (Green et al. 2010; Krause et al. 2010; Rasmussen et al. 2010; Meyer et al. 2012).",background,1.0,Short
"As can be seen, the temporal transition models provided by the HMMs result in about 5% performance gain in both state and environment tasks.",method,0.6103000000000001,Short
"Another method is locally linear metric adaptation (LLMA) [18], which is more general in that it is linear locally but nonlinear globally.",method,,Short
"There is a strong correlation between the progression of interstitial fibrosis and the progression of cystic disease [9,10].",background,1.0,Short
"4). nlp-3 is expressed in many sensory neurons, including the ADFs, ASEs, ASHs, ASJs, and AWBs (Nathoo et al., 2001).",background,1.0,Short
The enhanced levels of ROMs production lead to DNA damage (Kindzelskii and Petty 2000).,background,1.0,Short
"As defined in [11], a graph G is cliqueperfect if τC(H) = αC(H), for every induced subgraph H of G.",background,1.0,Short
"However, Nam has a significant impact in the area consumption and in the node’s power consumption as detailed in [6].",background,1.0,Short
"included demographic information (sex, age, ethnicity), drinking status, smoking status, and personal medical history (described in Whitcomb et al.(45)).",background,0.7277,Short
"In normalized form, these two eigenvalues provide a useful characterization of the global properties of the signal [33].",background,0.7641,Short
"The promoter of S. elongatus glnN displays an imperfect NtcA-binding site (Aldehni & Forchhammer, 2006).",background,1.0,Short
One study has presented a daily average sedentary time of 9 h and 55 min (3 h and 10 min SD) [23].,background,0.6176,Short
"These results corroborate studies that have demonstrated an enhancement of other types of reward with Dz-specific agonists [6,17,21,52].",result,,Short
"Both problems can be solved in polynomial time for strongly chordal graphs [6], comparability graphs [4] and Helly circular-arc graphs [7,11].",background,0.7573000000000001,Short
Social ties can provide key resources necessary for individuals to perform the roles or tasks of daily living [22].,background,1.0,Short
"The shape of this curve is also justified by the so-called S-curve of software testing [7, 4] that shows that the search",method,0.7579,Short
"We chose this amplitude as it has been successfully used to elicit a female response in choice experiments (Hunt et al., 2005).",method,,Short
"Our results are consistent with those in mouse that show loss of mesodermal Fgf8a expression upon deletion of Tbx1 in the Mesp1-positive mesoderm (Zhang et al., 2006).",result,,Short
"Results for multi-task GP We now investigate the merit of using MTL, using the trainingdata tabulated in Table 1 for loadsc1, . . . , c14.",method,,Short
These correlation coefficients were then combined across all metaanalyses to obtain a summary correlation coefficient with a fixed effects model [13].,method,,Short
Conventional meta-analysis proceeds by conducting a separate meta-analysis for each type of treatment against all others [5].,method,,Short
Another study reported improved knee function following conventional treatment and retro-walking program in individuals with knee OA [25].,background,1.0,Short
Procedures for animal management have been reported in our companion paper on the same animals [39].,background,1.0,Short
"Asexual parasites of the 3D7 clone were grown and transfected as described previously (Dorin-Semblat et al., 2007).",method,,Short
"In [10] and, the sliding-mode control technique was used for robot navigation and obstacle avoidance in an environment modeled with artificial potentials.",method,1.0,Short
To overcome this issue we start from pre-trained models that we obtain by training networks without Sparse Variational Dropout for several epochs.,method,,Short
"Nevertheless, the function of IL-27 on inhibition of IL-17 production by CD4+ T cells was substantial compromised in absence of STAT1 (21).",background,1.0,Short
Antidepressant use during follow-up was associated with more frequent mood episodes [436].,background,1.0,Short
Comparative proteomics profiling of the attenuated line identified key changes in parasite thiol-redox metabolism [15].,background,1.0,Short
All typical features of SDR (Oppermann et al. 2003) were found in the obtained model (Fig.,result,0.7692,Short
"For the dose–response analysis, we used GLST command in Stata software as the method proposed by Greenland and Longnecker [30] and Orsini et al.",method,,Short
"However, some of these studies did not separate out the double/triple-hit lymphomas from those with only MYC abnormalities in their analyses [17, 19, 20, 22, 24].",result,0.7439,Short
"1995), and previous studies on Amboseli groups have found that dry periods are associated with increased time spent foraging (Bronikowski and Altmann 1996).",background,0.7689,Short
"This result is consistent with our previous finding that cyclosporine A could block FGF23-induced, but not FGF2induced, hypertrophy of NRVM (Faul et al., 2011).",result,1.0,Short
"Our finding is consistent with the report from the BGS [20] and other studies conducted in Nepal [22, 24].",result,1.0,Short
These results agree with the observation that impaired SAMe synthesis and a lower rate of transmethylation is a frequent feature in human NAFLD.,result,,Short
Less work has been done on assessing the value of FLAIR signal in the postoperative cavity [13–16].,background,1.0,Short
"Specific, limiting problems in attempting to model fit the felodipine data have been discussed from the classical modeling perspective [17].",background,0.7401,Short
Our patient satisfaction rates are consistent with the results of other studies that have used diode lasers for turbinate reduction [3‚Äì7].,result,,Short
"In the early 1990s, Burkhart [16-18] coined the term functional tear of rotator cuff to describe a tear that was anatomically deficient but biomechanically intact.",background,1.0,Short
These interactions are only quantifiable in a realistic way by means of heat balance models (Verein Deutscher Ingenieure 1998; H√∂ppe 1999).,method,,Short
"The moonlighting functions of several canonical metabolic enzymes have been described in mammals, fungi, plants, and protozoa (12, 13, 44).",background,1.0,Short
"Therefore, TRPA1 is considered to be a promising target for use in identifying analgesic drugs [26-31].",background,0.7387,Short
"Reagents
IAP antagonists (IAP-As) LBW242 and LCL161[25–27] were kindly provided by Novartis Pharma Ag and solubilized in 100 % DMSO at 10 mM.",method,,Short
"Based on previously published results associating disease malignancy and miR-34c-5p expression and p63 and Ki-67 immunostainings in LSCC survival [17, 35–39], we",background,0.7605000000000001,Short
"subtilis fur which has only one PerR box sequence in the promoter region (Fuangthong et al., 2002).",background,0.7511,Short
"potentially embarrassing or personal nature of reproductive studies per se (Handelsman et al., 1985), the attitudes of those seeking care (Tielemans et al.",background,1.0,Short
"Primary antibodies were mouse anti-PLD1 antibody (Santa Cruz Biotechnology, Dallas, TX) diluted 1:100, or custom-made rabbit anti-ChKα antibody [24] diluted 1:250.",method,,Short
"Two representative software of this type are ssahaSNP (Ning et al., 2001) and PolyBayes (Marth et al., 1999).",method,,Short
"The physiological and toxicological roles of this enzyme involved in the formation of drug-ADP adducts are not well understood (Peterson et al., 1994; Hecht, 1998).",background,1.0,Short
[56] analyzed the effects of Emab on the cytokine production by purified total blood B cells from healthy donors and SLE patients.,background,0.7658,Short
OFD V (Thurston syndrome) is characterized by a midline cleft lip and postaxial polydactyly of the hands and feet [12].,background,1.0,Short
"The plus­maze task mimicks the neurobiological and behavioral studies that will serve as future validation for the model (Albertin et al., 2000).",method,1.0,Short
"Another study found that both low BMI and obesity were associated with increased risk of hospitalization (Hanlon et al., 1998).",background,1.0,Short
"HOLE [Nickel et al., 2016] extends the system scalability by learning knowledge base within the framework of compositional vector space model.",background,0.7544000000000001,Short
"To train the UAR mentioned above, we utilize bottleneck features (BNF) generated by a structured deep neural network (DNN) [23, 24, 25].",method,0.614,Short
"Examples are sensor networks [8], social networks or pocket switched networks [6], smart environments, and vehicular ad-hoc networks [18].",background,1.0,Short
"For sedated patients our protocol introduced the Behavioral pain scale (BPS) a validated 3-item score [9, 10].",method,,Short
"callosum, components of the commissural fibres; these results were similar to those of other studies [8,13,14,23,26].",result,,Short
"(14) and simplifying we obtain the effective Hamiltonian for each step of the walk on the discrete position space,",background,0.7641,Short
It might be possible to resolve this problem using the concept of cluster ensembles [18].,background,0.7101000000000001,Short
"Stat3 activity has been implicated in promoting various types of human cancers by regulating gene products involved in cell survival and proliferation [24, 25].",background,1.0,Short
"The 2-cluster
 solution is consistent with prior results that used similar variables for clustering (Bensaou and Venkatraman, 1995).",result,,Short
"We obtain a dense (3NN + 7)-dimensional linear algebraic problem, which is solved using standard LU decomposition subroutines (Press et al. 1996).",method,,Short
"The accuracy of the MBIM technique was validated in a previous study (Krosshaug and
Bahr, 2005).",method,0.6858000000000001,Short
"Subsequently, the natural infection of pigs with 2009/H1N1 has been reported in more than 10 countries, including China [3,4], Thailand [5], South Korea",background,0.7366,Short
"In Arabidopsis, testa color is associated with seed dormancy, longevity, and germination (Debeaujon et al. 2000).",background,1.0,Short
All subjects were right-handed according to the Edinburgh Handedness Inventory [29] and completed a safety check-list screening for contraindications to MRI.,method,,Short
"To avoid patient-to-patient transmission, it may be important to detect patients colonized by 3GC-RE at admission to ICUs [17].",background,0.7744000000000001,Short
"In our experiments, the nonunified EIA is generated by the proposed method and the unified EIA is generated by our previous method [7].",method,,Short
Selection: Selection of parents for reproduction is carried out using the roulette wheel rank weighting method [10].,method,0.7691,Short
"The time-dependence of glutamate uptake was insensitive to osmotic boundary conditions, as shown previously for leucine uptake (Hennigan et al. 1993b).",background,0.6046,Short
"in adults older than 30 years; and cases in children or adolescents are rare [4,5].",background,1.0,Short
"Similar results were found in other species in which B is phloem immobile, such as strawberry (Brown et al. 1999) and tomato (Guidi et al.",result,,Short
Neural acceleration requires the following changes to the SM and SIMD lanes and are modeled using McPAT [33] and CACTI 6.5 [34].,method,,Short
"Furthermore, deleterious p53 mutations are observed in approximately one-third of luminal B tumors (Calza et al., 2006; Cancer Genome Atlas Network, 2012).",background,1.0,Short
"9.2 Testing Queries Having Alternative Plans with Same Buffering Cost
Figure 13 shows an example query template from an XML benchmark, XMark [1].",method,,Short
"-Actin, renin, COX-1, COX-2, nNOS, and endothelial NOS (eNOS) mRNA levels were measured by ribonuclease protection assays, as described elsewhere (4, 26).",method,,Short
"systemically [13,18-23] or directly into the anterior portion of the striatum [24] alters the speed of interval timing.",background,1.0,Short
"Many algorithms use information from previous weight updates to determine how large an update can be made without diverging [1,13,15].",background,0.6298,Short
"The performance of this method is carried out by examining the Signal to Noise Ratio (SNR) [28, 29].",method,1.0,Short
"However, the inclusion of a reducing agent enabled rapid and complete reconstitution of ADA (35) but not LigY.",background,0.7367,Short
"The stronger association observed between BMI and TBF than between BMI and PBF is consistent with several previous investigations (7, 21, 32).",result,1.0,Short
"Much is known about LH signaling at the somatic cell level (Richards et al., 2002; Tsafriri et al., 2005; Conti et al., 2006).",background,1.0,Short
The report by Jablensky and Cole (1997) listed age at onset of schizophrenia (AAO) in thirteen northern hemisphere cities.,background,1.0,Short
"We used longitudinal sequence samples for 15 patients from two independent studies [13,22].",method,1.0,Short
"[Ca(21)]i was measured as described previously (19), with a slight modification for humans.",method,0.7594000000000001,Short
"However, other studies in RA patients have not found a correlation between the SE and PD or Pg antibodies [5,14].",background,0.608,Short
"InFO is designed as a set of ontology design patterns [237, 121], which are described in Section 3.",method,0.7667,Short
"2015), thereby contributing to a comprehensive understanding of the biology of sexually reproducing organisms (Griffiths and Tiwari 1993).",background,1.0,Short
"For sentence-level similarity, Ji and Eisenstein [14] apply data-driven approach for weighting the features for paraphrase classification task.",method,0.6087,Short
"In contrast, the pro-hypertrophic effects of the prototypical paracrine FGF family member, FGF2, were blocked by inhibitors of the Ras/MAPK cascade (Faul et al., 2011).",background,0.7549,Short
", 2006) and Bombyx mori (Gui et al., 2006; Lee et al., 2009) and are involved in programmed cell death during metamorphosis.",background,1.0,Short
"To find neighboring genes on the genome, a custom track for the ‘374 Gene Set’ was generated and analyzed with the UCSC Genome Browser [12].",method,,Short
"The cells, grown on 25-mm coverslips, were loaded with rhodamine 123 (R123, Molecular Probes) by incubation with 10 mg/ml for 30 min at 37°C (11, 12).",method,0.6347,Short
For this dataset we considered a linear kernel computed on a set of biologically inspired features [5] as well as the Gaussian kernel on the same features.,method,,Short
"For metabolite assays, capillary blood ( 60 ll) was collected and treated according to methods described previously (Christmass et al. 1999).",method,,Short
Data analysis Data from Gajdosik et al (1985) showed a mean difference between passive SLR and SLR/DF ranges of 10 degrees with a standard deviation of 5 degrees.,method,,Short
Neurodevelopmental outcome was assessed at 24 months using the Revised Griffith’s scales of Mental Development [24].,method,1.0,Short
"In addition, the MMSE [16], the Geriatric Depression Scale (GDS) [35] and Spielberger’s State-Trait Anxiety Inventory [26] were administered to assess mental state.",method,,Short
"4.2 the COLD-Saarb dataset is concisely described, while detailed information can be found in (Ullah et al 2008).",background,0.7441,Short
"Surface staining for flow cytometry was performed by standard techniques (Johnston et al., 2009) and the following clones: CD4 (RM4-5), CD45.",method,0.7502000000000001,Short
The importance of Lcarnitine in improving oocyte quality and reproductive performance has been demonstrated in animal and human studies [19-24].,background,0.7732,Short
"persistence of previously unknown parasite strains in populations that are severely affected by HIV-1 (Pieniazek et al. 1999; Gramiccia, 2003; Pratlong et al. 2003).",background,1.0,Short
"For amplification of over 500 bp of rpoB, primers (rpobF, rpoBR, rpoBF2 and rpoBR2) and PCR cycling conditions described by Rajaniemi et al. (2005) were used.",method,,Short
"The SUM1315 cell line was purchased from Asterand (Detroit, MI, USA) in 2009 and cultured as in [17] from freeze downs from 2009.",method,,Short
"A few years ago, a kinetic model was proposed for the glucosidase II alpha subunit (1, 3).",background,0.611,Short
"Maxout MLP has previously been proven as a universal approximator [7], wherein a maxout unit is implemented by the following function:",background,0.7748,Short
"The type species, Aedes aegypti densonucleosisvirus (AaeDNV) genome encodes two overlapping ORFs the nonstructural proteins, NS1 and NS2 (Afanasiev et al., 1991).",background,1.0,Short
"We computed texture features that have been shown in previous studies with mammograms to distinguish the parenchymal patterns of women at different risk levels [2, 3].",method,,Short
"Our fieldwork included hands-on participation in maker projects, drawing from methods such as research through design and critical making [5, 51, 71].",method,,Short
"In this paper, the RP of LC is obtained by using the calculation method given in our published manuscripts [20, 21].",method,1.0,Short
"For bladder cancer, clinical studies yielded conflicting results on the cancer prevention effects of statins in patients with bladder cancer [8–10].",result,1.0,Short
"Schuler et al. (1999, 2003) used two types of Brassica napus (oilseed rape/canola), a conventional variety and a transgenic variety that expressed Bt toxin Cry1Ac.",method,0.7027,Short
"Le taux des patientes perdues de vu varie dans la littérature entre 0 et 12% [7-10,14,17,20,30] et il est le plus souvent inférieur à 4% [8-10,14,20,30].",background,0.755999999999999,Short
A hold latch must be inserted at the output of each scan flip-flop in order to implement an enhanced scan flip-flop [3].,method,,Short
", 2005); however, with longer periods (3 h) of IFN-γ exposure NF-κB binding to DNA was described (Park et al., 2005).",background,0.7459,Short
"reast and the kidney and only few of these 82 cases are reported o be prostate carcinoma [3,6].",background,1.0,Short
"In the study, the PHQ-9 summary score ranged from 0 to 27 (α=0.92) (Mao et al. 2009b).",background,0.745,Short
"In present study, efficacy of CS alone in reduction of histological lesions was moderate which is in agreement with results already reported by Leeb et al. (2000).",result,,Short
Some of the classes in COLD-Saarb are labeled only for the EXT path and some only for one of the portions A or B (more details in Table I of (Ullah et al 2008)).,background,1.0,Short
2 × 8 mm) breath-hold 2D inversion recovery sequence in 14 ICM patients [17].,background,1.0,Short
congolense [7-11] suggested a complex evolution of PRAC genes in trypanosomes.,background,0.6029,Short
phylogenetic relationships among taxa from several plant families (Stedje 1998; Doust and Kellog 2002; Goldblatt et al. 2002).,background,1.0,Short
"Several assessed the appropriate monitoring frames to reliably estimate habitual physical behaviour intensities independently [5, 6, 8].",background,0.7592,Short
"Instead they were identified directly from the Encyclopaedia Of DNA Elements Project [65], in which the α-globin cluster is one of the targeted regions [12,66].",background,0.7536,Short
"Recently two novel actin-binding proteins found in mammalian neurons, neurabin I and II, have been shown to bind PP1c (1, 32, 33, 37).",background,1.0,Short
"Due to its manageable behavior, Kademlia [17] and its variant Kad use iterative routing in their design.",background,0.619,Short
"Recently, we identified Wnt5a as a novel factor, expressed by feeder cells and Sertoli cells, that supports SSC renewal [7].",background,1.0,Short
"Attachment of phage F6 to the type IV pili of Pph is mediated by the viral attachment protein P3 [10,11].",background,1.0,Short
"In the study by Suwazono et al. (2006), the results were adjusted for age, BMI, smoking and exercise, but not for family history.",background,1.0,Short
"When simulating alternative initiation at a TISs other than the canonical one, the scanning model of translation initiation was assumed (Kozak 1989).",method,,Short
"A potential NarLbinding site in the arcD promoter (pDH11) was mutated using the crossover PCR technique (Ho et al., 1989).",method,,Short
"Based on the analysis of [9], we know that the number of old contents is the difference of two Poisson distribution and follows the Skellam distribution.",background,1.0,Short
"However, the major concern is regarding the safety of cultures that are consumed live in large quantities (Senok et al., 2005).",background,1.0,Short
The regulation and localization of actin nucleation factors are likely critical for specifying the function of actin structures in cells (Skau and Waterman 2015).,background,1.0,Short
"A major limitation of many studies involving training in HIV-positive populations is small sample sizes (MacArthur et al., 1993; Rigsby et al., 1992).",background,1.0,Short
"Symptoms typically manifest when patients are in their 50s or 60s, and women are disproportionately more frequently affected compared to men [1,3-5].",background,0.7444000000000001,Short
", 2010), Symfeat (SYM for short) dataset (Hauagge and Snavely, 2012) and VGG dataset (Mikolajczyk and Schmid, 2005).",background,0.7011000000000001,Short
"They did not have access to a computer or the internet, or sufficient skill to use them; this has been found elsewhere [2, 4, 18].",background,1.0,Short
Poincar√© plots were constructed from the R‚ÄìR interval data for each participant (Carrasco et al. 2001).,method,,Short
"0% depending on the detection wavelengths (25), experimental setup, and illumination source.",background,1.0,Short
"gov/pubmed/) and both the total number of publications and the growth rate of the number of publications are increasing exponentially [18, 19].",background,1.0,Short
"radiata are usually diurnal [30], [37] herbivores, whose broad diets occasionally include non-vegetative matter, such as carrion [38], [39].",background,1.0,Short
"tomato (Pst) has been recently characterized as a MAMP, which may be specifically recognized by Solanaceae species (Cai et al., 2011; Clarke et al., 2013).",background,1.0,Short
"In the cautery study, sites used their usual cautery occlusion technique, two with and two without FI.",method,,Short
"into a C-terminal fragment, which is capable of immune signaling (10, 11), and an N-terminal cleavage fragment, the functional role of which is still unclear.",background,1.0,Short
Wang et al. (2013b) utilized the subspace model to represent the target and imposed sparsity on the residual errors to deal with occlusions.,method,0.6081,Short
"029 interaction resulting in dedifferentiation of the Schwann cells and activation of a growth promoting phenotype (Hall, 2005).",background,1.0,Short
"Given the accession number of a gene, we retrieved its gene sequence from the above Web sites and mapped its location on the genome using BLAT (Kent 2002).",method,,Short
Safran et al. (2005) showed that 10Be-based denudation rates in this region correlate well with channel steepness patterns and suggested a tectonic control.,background,0.7402000000000001,Short
"reach satisfactory performance, similar to Haight et al. (2011) and Seçer (2014). As Lyon (2010) mentioned, the hypothetical approach of these items might be confusing.",background,0.7696000000000001,Short
The presence in Europe of two haplotypes (A and B) of the intron of the plastid gene for Leu tRNA (trnL) having different lengths (Spagnuolo et al. 2007) is interesting.,background,1.0,Short
CBT values were lower in subjects with cirrhosis of varying etiology than in non-cirrhotic patients with chronic hepatitis B or C [14].,background,1.0,Short
We made sure that such a simplification was valid in the case of the MBQ dye and the other dyes displaying reversible ESIPT kinetics [17].,background,0.6021000000000001,Short
"5% of the patients at a mean of 19 years follow-up, although the rate of good results was 90% the first year after surgery.((1)) During a follow-up study after 27.",background,1.0,Short
"These results indicate that estradiol is important for optimal skeletal muscle contractility, agreeing with some (8, 33, 34) but not all previous studies (5, 18).",result,,Short
These muscle fiber changes with aging concomitantly result in an altered skeletal muscle contractile property [3–5].,background,1.0,Short
"Participants
The participants in the current study were recruited from the Qingdao Twin Registry (QTR), China (Duan et al.
2013; Pang et al. 2006).",background,0.7303000000000001,Short
The lower level of enrichment of Mrc1 may be partly due to instability of Mrc1 protein (41).,background,1.0,Short
"Furthermore, a recent study found that BDL rats took more time to locate the hidden platform than the control rats [56].",background,0.7718,Short
"The causes of subdural hematomas are variable and consist of falls, particularly in the elderly, assault, other forms of trauma, and child abuse [4-6].",background,1.0,Short
"Therefore applying the agent link is not recommended in OISR modelling, as it represents a thing that is out of the modelled domain (see [16]).",background,1.0,Short
"For a fair comparison, we try to reproduce experiment of state-of-theart method[36] on the same baseline network.",method,,Short
"However, the mechanisms of this effect are controversial (1, 2, 46, 53, 57).",background,1.0,Short
", PP-DGgranule cell layer synapses), if the tetanus is delivered to a positive peak of y in urethane-anesthetized rats (27, 28).",method,0.7648,Short
"Kinocilial links are, like tip links, BAPTA-sensitive/ subtilisin-resistant structures (Goodyear and Richardson, 2003).",background,1.0,Short
EMG currents were recorded using modified models of a previously described monopolar current amplifier [11].,method,0.7595000000000001,Short
"All the included patients, except for those who died, were followed up for ≥3 years [17].",background,0.6025,Short
"membrane, a result that fully agrees with the observations by Zhang and Barritt in LNCaP cells [9].",result,,Short
We use McPAT [Li et al. 2009] and CACTI [Muralimanohar et al. 2007] to measure energy benefits while considering all the overheads associated with RFVP.,method,,Short
"One programming model that favors tractability is Chapel[8], which provides a small set of primitive domain maps such as blocked, cyclic, or replicated distributions.",background,0.6888000000000001,Short
"Several studies support our results showing that IFN-c plays an important role in recovery from influenza viral infection by helping to clear the virus [27,28,29].",result,,Short
"In his article [9], Oporowski established the existence of an infinite graph which is not isomorphic to a proper minor of itself.",background,1.0,Short
"This study used the three-form (25% missing) and SQSD (50% missing) designs, although others are available (Graham et al., 2006).",method,,Short
"To train our CNN for classification, we set initial learning rate to 0.01 and optimize cross-entropy loss with Adagrad [26].",method,,Short
"Adequately understanding and managing product data is seen to have clear business benefits (Otto, 2012a).",background,0.7413000000000001,Short
